Third,0.93,0.91,0.83
Third,0.94,0.89,0.79
Third,0.92,0.93,0.79
Third,0.93,0.90,0.79
Third,0.91,0.87,0.82
Third,0.97,0.91,0.78
Third,0.95,0.87,0.81
Third,0.93,0.88,0.79
Third,0.91,0.90,0.82
Third,0.94,0.89,0.79
Third,0.91,0.92,0.85
Third,0.90,0.90,0.83
Third,0.90,0.87,0.82
Third,0.93,0.88,0.80
Third,0.90,0.91,0.79
