First,1.30,1.45,1.28
First,1.26,1.41,1.30
First,1.32,1.40,1.33
First,1.26,1.45,1.27
First,1.30,1.45,1.28
First,1.30,1.46,1.28
First,1.31,1.43,1.30
First,1.29,1.41,1.27
First,1.32,1.43,1.30
First,1.34,1.43,1.27
First,1.30,1.42,1.27
First,1.30,1.40,1.31
First,1.29,1.44,1.31
First,1.27,1.43,1.27
First,1.30,1.40,1.28
First,1.30,1.41,1.35
First,1.29,1.43,1.28
First,1.33,1.43,1.27
First,1.27,1.41,1.27
First,1.29,1.41,1.28
First,1.29,1.44,1.29
First,1.29,1.43,1.26
First,1.29,1.45,1.28
First,1.30,1.42,1.29
First,1.32,1.39,1.33
First,1.27,1.42,1.29
First,1.30,1.41,1.29
First,1.31,1.42,1.29
